epsilon,fom_plus,fom_minus,central_fd_directional_derivative,plus_simulation_time,minus_simulation_time,plus_actual_fdtd_updates,minus_actual_fdtd_updates
0.02,0.24646379881825858,0.24447569625348212,0.04970256411941168,70.03500366210938,70.03500366210938,14007,14007
0.01,0.24596596245184024,0.24497191021927145,0.04970261162843964,70.03500366210938,70.03500366210938,14007,14007
0.005,0.2457172466523308,0.24522022041727382,0.04970262350569854,70.03500366210938,70.03500366210938,14007,14007
0.0025,0.2455929394007593,0.2453444262683842,0.049702626475017775,70.03500366210938,70.03500366210938,14007,14007
